label,message,length,processed_message,token_count
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,145,"['ur', 'tonexs', 'subscription', 'renewed', 'charged', 'choose', 'polys', 'month', 'billing', 'msg']",10
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),166,"['feel', 'always', 'happy', 'slowly', 'becomes', 'habit', 'amp', 'finally', 'becomes', 'part', 'life', 'follow', 'happy', 'morning', 'amp', 'happy', 'day']",17
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",153,"['hey', 'j', 'r', 'u', 'feeling', 'better', 'hopeso', 'hunny', 'amnow', 'feelin', 'ill', 'ithink', 'may', 'tonsolitusaswell', 'damn', 'iam', 'layin', 'bedreal', 'bored', 'lotsof', 'luv', 'xxxx']",22
ham,Stupid.its not possible,23,['possible'],1
ham,Ü comin to fetch us oredi...,28,"['ü', 'comin', 'fetch', 'u', 'oredi']",5
ham,Later i guess. I needa do mcat study too.,41,"['later', 'guess', 'needa', 'mcat', 'study']",5
ham,Yeah get the unlimited,22,"['yeah', 'get', 'unlimited']",3
ham,"Yup. Anything lor, if u dun wan it's ok...",42,"['yup', 'anything', 'lor', 'u', 'dun', 'wan', 'ok']",7
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",152,"['customer', 'service', 'announcement', 'recently', 'tried', 'make', 'delivery', 'unable', 'please', 'call']",10
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,156,"['urgent', 'trying', 'contact', 'today', 'draw', 'show', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim']",12
ham,Should i send you naughty pix? :),33,"['send', 'naughty', 'pix']",3
ham,What u talking bout early morning? It's almost noon where your at!,66,"['u', 'talking', 'bout', 'early', 'morning', 'almost', 'noon']",7
ham,I love to give massages. I use lots of baby oil... What is your fave position?,78,"['love', 'give', 'massage', 'use', 'lot', 'baby', 'oil', 'fave', 'position']",9
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",155,"['january', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', 'national', 'rate', 'cheap', 'peak', 'stop', 'text', 'call']",15
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,102,"['yup', 'thk', 'r', 'e', 'teacher', 'said', 'make', 'face', 'look', 'longer', 'darren', 'ask', 'cut', 'short']",14
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,133,"['collect', 'valentine', 'weekend', 'paris', 'inc', 'flight', 'hotel', 'prize', 'guaranteed', 'text', 'paris']",11
ham,K come to nordstrom when you're done,36,"['k', 'come', 'nordstrom', 'done']",4
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,122,"['would', 'u', 'fuckin', 'believe', 'didnt', 'know', 'thurs', 'pre', 'booked', 'cancelled', 'need', 'b', 'sacked']",13
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,71,"['reached', 'home', 'tired', 'come', 'tomorro']",5
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",192,"['well', 'give', 'co', 'said', 'one', 'nighters', 'persevered', 'found', 'one', 'cheap', 'apologise', 'advance', 'somewhere', 'sleep', 'isnt']",15
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",72,"['yeah', 'leave', 'couple', 'minute', 'amp', 'let', 'know', 'get', 'mu']",9
ham,Same as kallis dismissial in 2nd test:-).,41,"['kallis', 'dismissial', 'test']",3
ham,"Yup, leaving right now, be back soon",36,"['yup', 'leaving', 'right', 'back', 'soon']",5
ham,"I'm in a meeting, call me later at",34,"['meeting', 'call', 'later']",3
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",105,"['ooh', 'gon', 'na', 'start', 'belly', 'dancing', 'moseley', 'wed', 'u', 'want', 'join', 'cafe']",12
ham,Alright. I'm out--have a good night!,36,"['alright', 'good', 'night']",3
ham,The bus leaves at  &lt;#&gt; ,29,"['bus', 'leaf', 'lt', 'gt']",4
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,114,"['broke', 'list', 'reason', 'nobody', 'town', 'ca', 'tell', 'sarcastic', 'faggy']",9
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,148,"['private', 'account', 'statement', 'show', 'point', 'call', 'identifier', 'code', 'expires']",9
ham,It's ok i wun b angry. Msg u aft i come home tonight.,53,"['ok', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'come', 'home', 'tonight']",10
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,111,"['dunno', 'juz', 'askin', 'co', 'got', 'card', 'got', 'salon', 'called', 'hair', 'sense', 'tot', 'da', 'one', 'ü', 'cut', 'ur', 'hair']",18
ham,The hair cream has not been shipped.,36,"['hair', 'cream', 'shipped']",3
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,79,"['give', 'plus', 'said', 'grinule', 'greet', 'whenever', 'speak']",7
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",152,"['last', 'chance', 'claim', 'ur', 'worth', 'discount', 'voucher', 'today', 'text', 'shop', 'savamob', 'offer', 'mobile', 'c', 'savamob', 'sub']",16
ham,Oh:)as usual vijay film or its different?,41,"['oh', 'usual', 'vijay', 'film', 'different']",5
ham,I want snow. It's just freezing and windy.,42,"['want', 'snow', 'freezing', 'windy']",4
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,69,"['oh', 'oh', 'den', 'muz', 'change', 'plan', 'liao', 'go', 'back', 'yan', 'jiu']",11
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,80,"['baby', 'promise', 'treat', 'well', 'bet', 'take', 'good', 'care']",8
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",152,"['response', 'one', 'powerful', 'weapon', 'occupy', 'place', 'others', 'always', 'give', 'response', 'care', 'u', 'gud', 'night', 'swt', 'dream', 'take', 'care']",18
ham,I was just callin to say hi. Take care bruv!,44,"['callin', 'say', 'hi', 'take', 'care', 'bruv']",6
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,82,"['ur', 'change', 'da', 'report', 'big', 'co', 'already', 'made', 'change', 'da', 'previous', 'report']",12
ham,"Sorry, I'll call later",22,"['sorry', 'call', 'later']",3
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,110,"['forget', 'though', 'love', 'walk', 'beside', 'watching', 'keeping', 'heart', 'warm']",9
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,154,"['tried', 'contact', 'reply', 'offer', 'video', 'handset', 'anytime', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call']",14
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",160,"['yun', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'look', 'got', 'ubi', 'cres', 'ubi', 'tech']",13
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,79,"['li', 'hai', 'bored', 'da', 'lecturer', 'repeating', 'last', 'week', 'stuff', 'waste', 'time']",11
ham,Yar else i'll thk of all sorts of funny things.,47,"['yar', 'else', 'thk', 'sort', 'funny', 'thing']",6
ham,when you and derek done with class?,35,"['derek', 'done', 'class']",3
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,"['taxt', 'massage', 'argh', 'ok', 'lool']",5
ham,Ok i go change also...,22,"['ok', 'go', 'change', 'also']",4
spam,You have 1 new message. Call 0207-083-6089,42,"['new', 'message', 'call']",3
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,71,"['u', 'dogbreath', 'sounding', 'like', 'jan', 'c', 'al']",7
ham,Ok.,3,['ok'],1
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",142,"['mum', 'sent', 'many', 'many', 'message', 'since', 'got', 'want', 'know', 'actually', 'getting', 'enjoy', 'rest', 'day']",14
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",95,"['sorry', 'guess', 'whenever', 'get', 'hold', 'connection', 'maybe', 'hour', 'two', 'text']",10
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,129,"['discount', 'code', 'stop', 'message', 'reply', 'stop', 'customer', 'service']",8
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,"['please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', 'pls', 'da', 'goto', 'doctor']",11
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,140,"['chasing', 'u', 'since', 'sept', 'definitely', 'paying', 'thanks', 'information', 'ignore', 'kath', 'manchester']",11
ham,How much for an eighth?,23,"['much', 'eighth']",2
ham,Ü log off 4 wat. It's sdryb8i,29,"['ü', 'log', 'wat']",3
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,78,"['hmm', 'bad', 'news', 'hype', 'park', 'plaza', 'studio', 'taken', 'left']",9
ham,Really dun bluff me leh... U sleep early too. Nite...,53,"['really', 'dun', 'bluff', 'leh', 'u', 'sleep', 'early', 'nite']",8
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,127,"['anyone', 'call', 'treadmill', 'say', 'buy', 'make', 'sure', 'working', 'found', 'ad', 'craigslist', 'selling', 'lt', 'gt']",14
ham,"I'm home, my love ... If your still awake ... *loving kiss*",59,"['home', 'love', 'still', 'awake', 'loving', 'kiss']",6
ham,Are you plans with your family set in stone ?,45,"['plan', 'family', 'set', 'stone']",4
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",50,"['sorry', 'sir', 'call', 'tomorrow']",4
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,74,"['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', 'meet', 'lect']",14
ham,Now i'm going for lunch.,24,"['going', 'lunch']",2
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",191,"['make', 'cry', 'stuff', 'happens', 'top', 'everything', 'else', 'push', 'edge', 'underdtand', 'often', 'cry', 'sorry', 'sorry', 'life']",15
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,114,"['kick', 'new', 'season', 'free', 'goal', 'news', 'ur', 'mobile', 'txt', 'ur', 'club', 'name', 'eg', 'villa']",14
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,159,"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'make', 'mistake', 'valuing', 'definitly', 'undrstnd', 'start', 'missing']",18
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,147,"['great', 'trip', 'india', 'bring', 'light', 'everyone', 'project', 'everyone', 'lucky', 'see', 'smile', 'bye', 'abiola']",13
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",27
ham,Great! How is the office today?,31,"['great', 'office', 'today']",3
ham,Are you willing to go for apps class.,37,"['willing', 'go', 'apps', 'class']",4
ham,We'll join the  &lt;#&gt;  bus,30,"['join', 'lt', 'gt', 'bus']",4
ham,Yup... From what i remb... I think should be can book... ,57,"['yup', 'remb', 'think', 'book']",4
ham,I'm in class. Did you get my text.,34,"['class', 'get', 'text']",3
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",83,"['anybody', 'number', 'still', 'thought', 'tactful', 'way', 'ask', 'alex']",8
ham,My drive can only be read. I need to write,42,"['drive', 'read', 'need', 'write']",4
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",112,"['think', 'might', 'give', 'miss', 'teaching', 'til', 'twelve', 'lecture', 'two', 'damn', 'working', 'thing']",12
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",109,"['thats', 'bit', 'weird', 'even', 'supposed', 'happening', 'good', 'idea', 'sure', 'pub']",10
ham,Two teams waiting for some players,34,"['two', 'team', 'waiting', 'player']",4
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,"['hmv', 'bonus', 'special', 'pound', 'genuine', 'hmv', 'voucher', 'answer', 'easy', 'question', 'play', 'send', 'hmv', 'info']",14
ham,I will come tomorrow di,23,"['come', 'tomorrow', 'di']",3
ham,Ya:)going for restaurant..,26,"['ya', 'going', 'restaurant']",3
ham,Which channel:-):-):):-).,25,['channel'],1
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",159,"['please', 'protect', 'sib', 'never', 'asks', 'sensitive', 'information', 'like', 'password', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybody']",16
ham,K.i did't see you.:)k:)where are you now?,41,"['see', 'k']",2
ham,Where are the garage keys? They aren't on the bookshelf,55,"['garage', 'key', 'bookshelf']",3
ham,Change again... It's e one next to escalator...,47,"['change', 'e', 'one', 'next', 'escalator']",5
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,152,"['eastenders', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'tulip', 'lily', 'txt', 'e', 'f', 'chance', 'win', 'cash']",15
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",159,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'claim', 'txt', 'dis', 'morefrmmob', 'shracomorsglsuplt']",13
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,80,"['good', 'day', 'mine', 'really', 'busy', 'much', 'tomorrow', 'night']",8
ham,Have you seen who's back at Holby?!,35,"['seen', 'back', 'holby']",3
ham,As if i wasn't having enough trouble sleeping.,46,"['enough', 'trouble', 'sleeping']",3
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,68,"['expect', 'whenever', 'text', 'hope', 'go', 'well', 'tomo']",7
ham,Ok which your another number,28,"['ok', 'another', 'number']",3
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,100,"['working', 'eye', 'philosophy', 'text', 'u', 'later', 'bit', 'free', 'chat']",9
ham,Pls send me the correct name da.,32,"['pls', 'send', 'correct', 'name', 'da']",5
ham,Nvm it's ok...,14,"['nvm', 'ok']",2
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,149,"['tried', 'contact', 'reply', 'offer', 'min', 'textand', 'new', 'video', 'phone', 'call', 'reply', 'free', 'delivery', 'tomorrow']",14
